stationname,LATITUDE,LONGITUDE,DATE,TimePRCP,PRCP,TimeTMax,TMAX,TimeTMin,TMIN,TimeWesd,WESD,TimeAwnd,AWND,Measurement Flag,Quality Flag,Source Flag,TimeWdf2,WDF2,TimeWT01,WT01,imeWT06,WT06,TimeWt02,WT02,TimeWt08,WT08,TimeWt03,WT03,TimeGeneral
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140318,9999,56,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140319,9999,76,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140320,9999,38,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140321,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140322,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140323,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140324,9999,10,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140325,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140326,9999,244,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140327,9999,5,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140328,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140329,9999,5,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140330,9999,23,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140331,9999,8,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140401,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140402,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140403,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140404,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140405,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140406,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140409,9999,25,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140410,9999,5,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140411,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140412,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140413,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140414,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140415,9999,33,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140416,9999,279,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140417,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140418,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140419,9999,5,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140420,9999,127,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140421,9999,135,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140422,9999,5,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140423,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140424,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140425,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140426,9999,239,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140427,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140428,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140429,9999,356,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140430,9999,18,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140501,9999,259,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140502,9999,5,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140503,9999,8,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140504,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140505,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140506,9999,3,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140507,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 2.5 WNW NC US,35.9178,-75.7044,20140509,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
